user_id,q_text,a_text,q_sentiment,a_sentiment
870,医药 消费 产业轮动,黄金 商品 抗通胀,1,0
871,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,1
872,债券 固收 低波动,AI 半导体 成长 风险承受高,0,0
873,黄金 商品 抗通胀,长期 持有 价值,1,0
874,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,1
875,海外 ETF 汇率 风险,债券 固收 低波动,0,-1
876,医药 消费 产业轮动,医药 消费 产业轮动,0,-1
877,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,0
878,AI 半导体 成长 风险承受高,长期 持有 价值,0,1
879,AI 半导体 成长 风险承受高,长期 持有 价值,1,1
880,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,-1
881,短线 交易 高频,长期 持有 价值,1,-1
882,海外 ETF 汇率 风险,短线 交易 高频,0,0
883,长期 持有 价值,新能源 基金 长期 定投,1,0
884,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,1,-1
885,新能源 基金 长期 定投,长期 持有 价值,0,0
886,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,1
887,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,1
888,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,-1
889,海外 ETF 汇率 风险,债券 固收 低波动,1,1
890,长期 持有 价值,长期 持有 价值,1,-1
891,长期 持有 价值,新能源 基金 长期 定投,0,1
892,黄金 商品 抗通胀,长期 持有 价值,-1,0
893,长期 持有 价值,长期 持有 价值,0,0
894,新能源 基金 长期 定投,长期 持有 价值,0,1
895,海外 ETF 汇率 风险,长期 持有 价值,0,-1
896,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,1
897,短线 交易 高频,AI 半导体 成长 风险承受高,-1,0
898,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,-1
899,新能源 基金 长期 定投,医药 消费 产业轮动,-1,1
900,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
901,海外 ETF 汇率 风险,医药 消费 产业轮动,-1,0
902,长期 持有 价值,价值 投资 蓝筹 稳健 分红,1,1
903,新能源 基金 长期 定投,长期 持有 价值,0,0
904,短线 交易 高频,医药 消费 产业轮动,1,0
905,新能源 基金 长期 定投,长期 持有 价值,0,1
906,短线 交易 高频,医药 消费 产业轮动,1,0
907,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,-1,0
908,长期 持有 价值,海外 ETF 汇率 风险,-1,1
909,黄金 商品 抗通胀,新能源 基金 长期 定投,0,1
910,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,1,1
911,医药 消费 产业轮动,短线 交易 高频,0,0
912,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,0
913,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,-1,1
914,新能源 基金 长期 定投,债券 固收 低波动,0,1
915,黄金 商品 抗通胀,长期 持有 价值,0,0
916,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,1
917,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,0
918,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
919,债券 固收 低波动,医药 消费 产业轮动,-1,1
920,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,0
921,短线 交易 高频,AI 半导体 成长 风险承受高,1,0
922,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,0,0
923,新能源 基金 长期 定投,长期 持有 价值,0,1
924,债券 固收 低波动,长期 持有 价值,-1,0
925,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,-1
926,长期 持有 价值,新能源 基金 长期 定投,1,-1
927,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,0
928,医药 消费 产业轮动,新能源 基金 长期 定投,1,1
929,医药 消费 产业轮动,债券 固收 低波动,0,0
930,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
931,短线 交易 高频,海外 ETF 汇率 风险,-1,1
932,短线 交易 高频,价值 投资 蓝筹 稳健 分红,-1,-1
933,长期 持有 价值,长期 持有 价值,-1,0
934,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,-1
935,黄金 商品 抗通胀,债券 固收 低波动,0,1
936,长期 持有 价值,医药 消费 产业轮动,-1,-1
937,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,1
938,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,-1
939,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,1
940,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,0
941,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
942,黄金 商品 抗通胀,长期 持有 价值,0,0
943,新能源 基金 长期 定投,长期 持有 价值,1,0
944,海外 ETF 汇率 风险,新能源 基金 长期 定投,0,1
945,海外 ETF 汇率 风险,海外 ETF 汇率 风险,0,0
946,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,1
947,黄金 商品 抗通胀,长期 持有 价值,0,1
948,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,0
949,黄金 商品 抗通胀,黄金 商品 抗通胀,1,1
950,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,0
951,长期 持有 价值,医药 消费 产业轮动,1,0
952,债券 固收 低波动,短线 交易 高频,0,1
953,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,0,-1
954,长期 持有 价值,价值 投资 蓝筹 稳健 分红,-1,0
955,短线 交易 高频,黄金 商品 抗通胀,0,0
956,黄金 商品 抗通胀,短线 交易 高频,1,1
957,短线 交易 高频,黄金 商品 抗通胀,1,1
958,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
959,医药 消费 产业轮动,海外 ETF 汇率 风险,1,0
960,医药 消费 产业轮动,医药 消费 产业轮动,1,0
961,债券 固收 低波动,医药 消费 产业轮动,0,0
962,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,1
963,海外 ETF 汇率 风险,长期 持有 价值,0,1
964,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
965,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
966,短线 交易 高频,海外 ETF 汇率 风险,0,0
967,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,-1,1
968,债券 固收 低波动,AI 半导体 成长 风险承受高,0,0
969,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,-1,1
970,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,0
971,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,0
972,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,1,1
973,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,1
974,黄金 商品 抗通胀,医药 消费 产业轮动,0,1
975,医药 消费 产业轮动,短线 交易 高频,1,0
976,债券 固收 低波动,医药 消费 产业轮动,0,-1
977,医药 消费 产业轮动,医药 消费 产业轮动,-1,0
978,黄金 商品 抗通胀,黄金 商品 抗通胀,1,1
979,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,1
980,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,0
981,短线 交易 高频,海外 ETF 汇率 风险,1,0
982,短线 交易 高频,债券 固收 低波动,1,0
983,债券 固收 低波动,长期 持有 价值,0,-1
984,海外 ETF 汇率 风险,长期 持有 价值,1,0
985,长期 持有 价值,医药 消费 产业轮动,-1,1
986,债券 固收 低波动,AI 半导体 成长 风险承受高,1,0
987,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,1
988,医药 消费 产业轮动,黄金 商品 抗通胀,1,0
989,短线 交易 高频,黄金 商品 抗通胀,1,0
990,黄金 商品 抗通胀,医药 消费 产业轮动,1,0
991,海外 ETF 汇率 风险,黄金 商品 抗通胀,-1,-1
992,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,-1,0
993,债券 固收 低波动,债券 固收 低波动,0,0
994,短线 交易 高频,长期 持有 价值,-1,1
995,黄金 商品 抗通胀,新能源 基金 长期 定投,0,0
996,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,-1
997,长期 持有 价值,AI 半导体 成长 风险承受高,1,0
998,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
999,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,0,1
